Puesto,Nombre,Trofeos,Donaciones,Rol
#6,['⚡️Carlozz55⚡️'],['5682'],['250'],['Miembro']
#7,['Fire Rocket'],['5635'],['504'],['Colíder']
#8,['Mr.TISDALE'],['5608'],['166'],['Miembro']
#9,['juuulien'],['5607'],['992'],['Veterano']
#10,['KiLJaEdeN'],['5600'],['0'],['Miembro']
#11,['WorldVentures'],['5573'],['314'],['Miembro']
#12,['Chino'],['5560'],['50'],['Miembro']
#13,['TxC Nepton TxC'],['5526'],['20'],['Miembro']
#14,['Jendaa'],['5515'],['72'],['Veterano']
#15,['ItsFxde'],['5512'],['17'],['Veterano']
#16,['marta-imba'],['5503'],['124'],['Veterano']
#17,['james bond'],['5413'],['604'],['Veterano']
#18,['VAC'],['5402'],['229'],['Miembro']
#19,['Ootharju'],['5382'],['484'],['Miembro']
#20,['WalMark'],['5364'],['804'],['Veterano']
#21,['skanx'],['5363'],['30'],['Miembro']
#22,['Bad Luck'],['5362'],['580'],['Veterano']
#23,['Nova I Visaith'],['5362'],['304'],['Miembro']
#24,['JesusIsLord'],['5356'],['10'],['Miembro']
#25,['Russo'],['5324'],['500'],['Miembro']
#26,['LuckyShot2'],['5291'],['0'],['Miembro']
#27,['Nova l Infinity'],['5284'],['28'],['Colíder']
#28,['GreatAce'],['5253'],['433'],['Miembro']
#29,['Maslak'],['5252'],['96'],['Veterano']
#30,['Fffff'],['5252'],['58'],['Miembro']
#31,['Ace of Space ♠️'],['5216'],['545'],['Miembro']
#32,['Frisk Dreemurr'],['5200'],['136'],['Miembro']
#33,['Heisenberg'],['5164'],['48'],['Colíder']
#34,['fury'],['5142'],['70'],['Miembro']
#35,['steve zibas'],['5142'],['430'],['Veterano']
#36,['Fusion'],['5140'],['1'],['Veterano']
#37,['pinkllama'],['5128'],['118'],['Miembro']
#38,['Deltaδ'],['5098'],['1086'],['Miembro']
#39,['Aaron the Great'],['5084'],['182'],['Veterano']
#40,['hbg'],['5071'],['190'],['Colíder']
#41,['Darth Monkey'],['5068'],['514'],['Líder']
#42,['Shaw'],['5017'],['56'],['Veterano']
#43,['jimmie'],['5016'],['333'],['Veterano']
#44,['✨BigFatFumble✨'],['5011'],['982'],['Colíder']
#45,['서윤찾자'],['4969'],['96'],['Miembro']
#1,['EL MIKE SALAZAR'],['6129'],['529'],['Miembro']
#2,['B⭕️T™'],['6022'],['170'],['Miembro']
#3,['Gerardo'],['5932'],['48'],['Colíder']
#4,"['Kevin C.G.""✊""']",['5905'],['795'],['Colíder']
#5,['Sanik'],['5901'],['92'],['Miembro']
#6,['Ex BocaDiiN G'],['5858'],['154'],['Miembro']
#7,['❤art❤tam❤nova'],['5835'],['789'],['Miembro']
#8,['LeirbaG'],['5835'],['610'],['Miembro']
#9,['nao'],['5699'],['88'],['Líder']
#10,['pereyra19'],['5632'],['78'],['Miembro']
#11,['Boyka™'],['5569'],['44'],['Miembro']
#12,['Titan'],['5558'],['0'],['Miembro']
#13,['♥♡FLOOW♡♥'],['5481'],['0'],['Miembro']
#14,['..XmodX..'],['5456'],['0'],['Miembro']
#15,['Mr Edu'],['5413'],['0'],['Miembro']
#16,['皺皮'],['5406'],['541'],['Miembro']
#17,['Sergio'],['5386'],['429'],['Miembro']
#18,['Ang315hadow'],['5381'],['24'],['Miembro']
#19,['Chavez'],['5325'],['28'],['Veterano']
#20,['Rodrigo7'],['5311'],['120'],['Miembro']
#21,['Ivan-pro'],['5302'],['20'],['Miembro']
#22,['ザキオ'],['5302'],['0'],['Miembro']
#23,['Marcos'],['5298'],['88'],['Miembro']
#24,['DANTE#cabrera'],['5264'],['668'],['Colíder']
#25,['PXXR GVNG'],['5211'],['124'],['Miembro']
#26,['Tánatos'],['5147'],['50'],['Miembro']
#27,['MR: ALBO'],['5136'],['179'],['Miembro']
#28,['The Engineer..!'],['5094'],['38'],['Miembro']
#29,['Tamagochi'],['5093'],['317'],['Miembro']
#30,['Desvars'],['5047'],['566'],['Miembro']
#31,['Blacol_Youtube'],['5032'],['653'],['Miembro']
#32,['XxCh3l0xX'],['5021'],['738'],['Miembro']
#33,['FAbi C'],['5012'],['217'],['Colíder']
#34,['System136'],['5007'],['0'],['Miembro']
#35,['Wivetaxx 546'],['4993'],['146'],['Miembro']
#36,['⚡Luis⚡'],['4968'],['0'],['Miembro']
#37,['RXMERX1912'],['4926'],['467'],['Miembro']
#38,['VanillaSky'],['4911'],['108'],['Miembro']
#39,['Xavier AE'],['4878'],['154'],['Miembro']
#40,['Caastiel_12 YT'],['4850'],['114'],['Miembro']
#41,['TerereTV'],['4821'],['30'],['Miembro']
#42,['ElbaxteR'],['4815'],['10'],['Miembro']
#43,['oscar'],['4801'],['30'],['Miembro']
#44,['〰G❌C〰⚡7⚡'],['4755'],['128'],['Miembro']
#45,['〰K O R I N G A〰'],['4753'],['37'],['Colíder']
#46,['Richard II'],['4675'],['60'],['Colíder']
#47,['Fabian Nuñez YT'],['4602'],['398'],['Veterano']
#48,['✨Genesis™✨'],['4001'],['0'],['Miembro']
#49,['tu hermana jr'],['3892'],['0'],['Miembro']
#1,['こうた'],['6048'],['154'],['Colíder']
#2,['Tarkus'],['6008'],['100'],['Veterano']
#3,['紅魔族の爆裂魔 めぐみん'],['5905'],['46'],['Miembro']
#4,['ウルフ'],['5878'],['76'],['Líder']
#5,['yuto'],['5862'],['568'],['Colíder']
#6,['kiseru.'],['5855'],['161'],['Colíder']
#7,['えねる'],['5809'],['510'],['Colíder']
#8,['けんし'],['5802'],['297'],['Colíder']
#9,['チェレン'],['5712'],['328'],['Colíder']
#10,['アリス'],['5659'],['200'],['Colíder']
#11,['そら'],['5658'],['72'],['Colíder']
#12,['しん'],['5615'],['0'],['Colíder']
#13,['とり'],['5574'],['408'],['Colíder']
#14,['隊長(たいちょー)'],['5566'],['36'],['Colíder']
#15,['smis'],['5554'],['152'],['Colíder']
#16,['HaRuKi'],['5551'],['239'],['Colíder']
#17,['ゆっふぇ'],['5533'],['60'],['Colíder']
#18,['EGOIST_GC'],['5528'],['0'],['Miembro']
#19,['W(`0`)W'],['5521'],['58'],['Colíder']
#20,['KASUMI613'],['5514'],['341'],['Colíder']
#21,['QUWROF'],['5503'],['80'],['Colíder']
#22,['YukkE'],['5498'],['8'],['Colíder']
#23,['ゆゆゆる'],['5488'],['728'],['Colíder']
#24,['たちゃん'],['5442'],['58'],['Colíder']
#25,['しん_11'],['5439'],['144'],['Colíder']
#26,['ぷんぷく侍'],['5429'],['56'],['Colíder']
#27,['COKEBOY.'],['5410'],['284'],['Colíder']
#28,['エイト'],['5387'],['233'],['Veterano']
#29,['GONNY'],['5335'],['254'],['Colíder']
#30,['なっく'],['5318'],['250'],['Veterano']
#31,['マサシ'],['5317'],['316'],['Colíder']
#32,['ZAKKU'],['5314'],['20'],['Colíder']
#33,['ことりまっくん'],['5293'],['78'],['Colíder']
#34,['BrotherTOMMY'],['5277'],['134'],['Colíder']
#35,['yuki'],['5272'],['121'],['Colíder']
#36,['Y☆I☆ Y☆U☆T'],['5265'],['354'],['Colíder']
#37,['QueNell'],['5251'],['162'],['Colíder']
#38,['マスクヒーロー'],['5248'],['458'],['Colíder']
#39,['みくちょ@ふなさん'],['5228'],['262'],['Colíder']
#40,['ゆーと'],['5179'],['725'],['Colíder']
#41,['H ZETT S'],['5147'],['44'],['Colíder']
#42,['にゃう'],['5119'],['36'],['Colíder']
#43,['spider→蜘蛛'],['5115'],['198'],['Colíder']
#44,['ミソスープ'],['5077'],['122'],['Colíder']
#45,['ふ〜みん'],['5045'],['116'],['Colíder']
#46,['夕凪'],['4961'],['326'],['Colíder']
#47,['rikuto'],['4956'],['66'],['Colíder']
#48,['シソてやん'],['4585'],['18'],['Colíder']
#49,['(\u3000･ิω･ิ)'],['4358'],['400'],['Colíder']
#1,['SHOU'],['6651'],['0'],['Miembro']
#2,['Master End™'],['6601'],['40'],['Veterano']
#3,['JACK'],['6417'],['0'],['Miembro']
#4,['Nova I Revive'],['6412'],['54'],['Veterano']
#5,['NOVA l Teti'],['6321'],['365'],['Colíder']
#6,['バタ'],['6279'],['539'],['Veterano']
#7,['たーけん'],['6219'],['575'],['Veterano']
#8,['ryota'],['6215'],['0'],['Veterano']
#9,['広瀬アリス'],['6211'],['0'],['Veterano']
#10,['Master Yu™'],['6162'],['136'],['Veterano']
#11,['Deep l Joker.'],['6110'],['468'],['Líder']
#12,['けぇむ'],['6005'],['66'],['Veterano']
#13,['パリサンジェルマン'],['5968'],['540'],['Veterano']
#14,['kouta'],['5945'],['28'],['Veterano']
#15,['くろひげ'],['5937'],['1306'],['Veterano']
#16,['Ｋo-ki.'],['5930'],['172'],['Veterano']
#17,['いちご大福大佐'],['5913'],['10'],['Veterano']
#18,['チン'],['5876'],['80'],['Veterano']
#19,['びかむど'],['5862'],['211'],['Veterano']
#20,['アリンコ'],['5858'],['0'],['Veterano']
#21,['CIEL'],['5786'],['676'],['Veterano']
#22,['安定の豆'],['5754'],['228'],['Veterano']
#23,['KENTA'],['5586'],['0'],['Veterano']
#24,"[""I'm Lose""]",['5557'],['776'],['Veterano']
#25,['Deep l papurika'],['5544'],['60'],['Veterano']
#26,['JUNE'],['5516'],['0'],['Veterano']
#27,['Deep I 阿部鬼'],['5508'],['145'],['Veterano']
#28,['イキイキした毎日'],['5466'],['923'],['Veterano']
#29,['경찰에신고해서추적중이다'],['5393'],['0'],['Veterano']
#30,['ネオ'],['5343'],['118'],['Veterano']
#31,['MrCorona13'],['5247'],['0'],['Veterano']
#32,['智也'],['5163'],['30'],['Colíder']
#33,['#ともき#'],['5070'],['372'],['Veterano']
#34,['GTA'],['5020'],['0'],['Veterano']
#35,['대형 석궁장인'],['4781'],['360'],['Veterano']
#36,['takaaa'],['4100'],['0'],['Colíder']
#1,['かい'],['6348'],['0'],['Colíder']
#2,['hikarukurosawa'],['5991'],['51'],['Veterano']
#3,['蒙恬（もうてん）'],['5965'],['310'],['Colíder']
#4,['とうし'],['5914'],['20'],['Miembro']
#5,['zyagy'],['5904'],['118'],['Veterano']
#6,['みきたんかまる'],['5849'],['220'],['Colíder']
#7,['ほるむぅ❤'],['5836'],['288'],['Colíder']
#8,['聖戦士ダンバイン'],['5833'],['537'],['Colíder']
#9,['兄貴'],['5670'],['210'],['Colíder']
#10,['こりんちゃんす'],['5607'],['16'],['Veterano']
#11,['Hana'],['5604'],['51'],['Veterano']
#12,['彼女募集中！〔しき〕'],['5604'],['656'],['Veterano']
#13,['しまあじ'],['5567'],['236'],['Veterano']
#14,['アルビ'],['5560'],['98'],['Colíder']
#15,['Tのしん'],['5541'],['0'],['Veterano']
#16,['ゴールデンボール@ゴルボ13'],['5516'],['243'],['Colíder']
#17,['XxDAIKIxX'],['5515'],['112'],['Veterano']
#18,['むなぁ'],['5506'],['70'],['Veterano']
#19,['きくっちー'],['5500'],['174'],['Veterano']
#20,['さかのうえ'],['5487'],['291'],['Veterano']
#21,['とむ！'],['5449'],['119'],['Veterano']
#22,['ダークリユニオン'],['5441'],['582'],['Veterano']
#23,['ロウダー'],['5394'],['40'],['Veterano']
#24,['前田タイソン'],['5386'],['42'],['Veterano']
#25,['po$tmalone'],['5317'],['860'],['Veterano']
#26,['WADY'],['5307'],['0'],['Veterano']
#27,['ミッキーマウス'],['5300'],['62'],['Veterano']
#28,['lemonハート™️'],['5277'],['10'],['Veterano']
#29,['фかつお武士ф'],['5248'],['816'],['Veterano']
#30,['ORION STAR'],['5211'],['370'],['Veterano']
#31,['WARAGAMISAMA'],['5209'],['158'],['Veterano']
#32,['せいくんTV'],['5203'],['82'],['Veterano']
#33,['jr.タンクネコ'],['5165'],['597'],['Veterano']
#34,['༺ཿ༼よっしー༽ཿ༻'],['5162'],['0'],['Veterano']
#35,['石井'],['5157'],['424'],['Veterano']
#36,['深瀬'],['5157'],['68'],['Veterano']
#37,['おはぎ'],['5155'],['255'],['Veterano']
#38,['西木野⊿'],['5130'],['89'],['Veterano']
#39,['ヨッシーZX'],['5129'],['756'],['Veterano']
#40,['しまぷ'],['5127'],['326'],['Líder']
#41,['あくあびっと'],['5119'],['196'],['Veterano']
#42,['Daicy'],['5117'],['537'],['Veterano']
#43,['はーまよにー'],['5109'],['507'],['Veterano']
#44,['.(ペドロ).'],['5104'],['228'],['Veterano']
#45,['エルモ'],['5085'],['8'],['Veterano']
#46,['穗坂'],['5025'],['202'],['Veterano']
#47,['（\u3000\u3000）'],['4956'],['190'],['Veterano']
#1,['ハハハーー'],['5562'],['324'],['Colíder']
#2,['らい@執行人'],['5553'],['140'],['Colíder']
#3,['AO'],['5505'],['10'],['Veterano']
#4,['SKY-HI'],['5325'],['260'],['Veterano']
#5,['けつ'],['5266'],['0'],['Veterano']
#6,['とし'],['5253'],['430'],['Veterano']
#7,['レイジ☆'],['5235'],['462'],['Veterano']
#8,['ゴッド'],['5219'],['30'],['Veterano']
#9,['crazyboy'],['5207'],['20'],['Veterano']
#10,['くりすますNight'],['5159'],['0'],['Miembro']
#11,['ふぐ'],['5141'],['88'],['Veterano']
#12,['ひらめもずく。'],['5119'],['40'],['Veterano']
#13,['パタパタ'],['5105'],['236'],['Veterano']
#14,['やっさん'],['5089'],['0'],['Miembro']
#15,['もりひろ'],['5083'],['40'],['Colíder']
#16,['ぉさ'],['5036'],['20'],['Veterano']
#17,['Hana'],['5031'],['200'],['Veterano']
#18,['TAKA'],['5030'],['136'],['Veterano']
#19,['いしやつ'],['5029'],['50'],['Veterano']
#20,['曉-Akira-'],['5026'],['148'],['Veterano']
#21,['リオ'],['5008'],['48'],['Veterano']
#22,['jonyy'],['5005'],['126'],['Veterano']
#23,['MURE MURE'],['5004'],['66'],['Veterano']
#24,['デュナミス'],['4996'],['190'],['Veterano']
#25,['鬼夜叉'],['4995'],['14'],['Veterano']
#26,['ヨッシー'],['4933'],['178'],['Colíder']
#27,['アキーラ'],['4928'],['80'],['Miembro']
#28,['ふうた'],['4924'],['208'],['Veterano']
#29,['がぢゃすけ。'],['4924'],['178'],['Veterano']
#30,['つばクラ(^_-)'],['4916'],['0'],['Miembro']
#31,['Pablo San'],['4912'],['38'],['Miembro']
#32,['ミハウン'],['4912'],['240'],['Líder']
#33,['ニャンニャン'],['4900'],['330'],['Colíder']
#34,['もぐっぴー'],['4887'],['200'],['Veterano']
#35,['パズドラ'],['4884'],['118'],['Veterano']
#36,['颯汰'],['4856'],['156'],['Veterano']
#37,['島崎遥香'],['4852'],['40'],['Miembro']
#38,['MORTAL'],['4842'],['180'],['Veterano']
#39,['もちまる(´∀｀)'],['4831'],['0'],['Veterano']
#40,['ドラゴン'],['4830'],['56'],['Miembro']
#41,['エドワード'],['4827'],['18'],['Veterano']
#42,['はぎちゃん'],['4810'],['0'],['Miembro']
#43,['偽セレブ'],['4797'],['182'],['Miembro']
#44,['dragon'],['4747'],['50'],['Veterano']
#45,['あなた'],['4747'],['119'],['Veterano']
#46,['ちび'],['4742'],['50'],['Colíder']
#47,['ClaShunsuke!!'],['4727'],['0'],['Veterano']
#48,['ヒノアラシ'],['4706'],['226'],['Colíder']
#49,['りあ'],['4418'],['10'],['Miembro']
#50,['ブンブン'],['4303'],['0'],['Miembro']
#1,['Deadpool'],['6110'],['78'],['Colíder']
#2,['khedr'],['6057'],['1012'],['Colíder']
#3,['Real Madrid'],['6036'],['114'],['Colíder']
#4,['omar:kohl'],['6036'],['0'],['Miembro']
#5,['SOS'],['5815'],['116'],['Colíder']
#6,['Ayman'],['5698'],['96'],['Colíder']
#7,['Ahmed'],['5677'],['100'],['Colíder']
#8,['⚡️Gemy ™ ⭐'],['5647'],['560'],['Colíder']
#9,['musa'],['5588'],['10'],['Colíder']
#10,['Ahmed Naser!'],['5559'],['560'],['Colíder']
#11,['<peGasus>'],['5534'],['30'],['Colíder']
#12,['Dave'],['5526'],['138'],['Líder']
#13,['Dizaster'],['5524'],['138'],['Colíder']
#14,['☠️Demon Skull☠️'],['5514'],['778'],['Colíder']
#15,['itzabdo33'],['5514'],['123'],['Colíder']
#16,['mahmoud'],['5509'],['797'],['Colíder']
#17,['♧AHmED♡ABDo♧'],['5477'],['16'],['Colíder']
#18,['ahmed. mido'],['5425'],['660'],['Colíder']
#19,['Smart'],['5325'],['184'],['Colíder']
#20,['mido moussa'],['5318'],['58'],['Colíder']
#21,['ابو الشيخ'],['5316'],['260'],['Veterano']
#22,['omar bayoumy'],['5315'],['390'],['Colíder']
#23,['Ashraf'],['5314'],['197'],['Colíder']
#24,['Bazo0oKa'],['5310'],['468'],['Colíder']
#25,['ahmed dragon'],['5306'],['70'],['Veterano']
#26,['مصطفى جمالو'],['5252'],['48'],['Miembro']
#27,['sobhy'],['5246'],['10'],['Veterano']
#28,['Abdel Kareem✌'],['5236'],['52'],['Colíder']
#29,['Shetoos'],['5231'],['30'],['Colíder']
#30,['•TankO•'],['5220'],['18'],['Veterano']
#31,['JoKéR'],['5215'],['20'],['Miembro']
#32,['ayman'],['5209'],['98'],['Veterano']
#33,['مـــعـــاويـــة'],['5204'],['210'],['Colíder']
#34,['ĐâRķ ĻøRđ'],['5189'],['384'],['Veterano']
#35,['Ibrahim™'],['5163'],['226'],['Colíder']
#36,['mohamed ayman'],['5093'],['136'],['Miembro']
#37,['El-Sa3eeD'],['5052'],['48'],['Colíder']
#38,['hunter'],['5038'],['299'],['Colíder']
#39,"['King""AE']",['5026'],['0'],['Veterano']
#40,['StroX'],['5008'],['0'],['Colíder']
#41,['Mohamed Hamed'],['4966'],['432'],['Veterano']
#42,['mo3geza hazem'],['4948'],['30'],['Miembro']
#43,['احمد'],['4924'],['246'],['Veterano']
#44,['EHAB '],['4924'],['144'],['Colíder']
#45,['Abader'],['4922'],['544'],['Colíder']
#46,['Royale gamer'],['4890'],['78'],['Veterano']
#47,['AAZZ'],['4819'],['160'],['Colíder']
#48,['Mo El-Haddad'],['4784'],['0'],['Miembro']
#49,['Elmansy'],['4695'],['397'],['Miembro']
#1,['iLastDream_YT'],['6729'],['58'],['Líder']
#2,['Dark Light'],['6332'],['0'],['Colíder']
#3,['Chief Ahmed.IQ♨'],['5891'],['238'],['Colíder']
#4,['Hussam'],['5802'],['0'],['Colíder']
#5,['الإمبراطور'],['5762'],['56'],['Veterano']
#6,['Icchi'],['5731'],['56'],['Veterano']
#7,['Abood'],['5713'],['147'],['Colíder']
#8,['Furi0u$'],['5701'],['98'],['Colíder']
#9,['L i n u x'],['5629'],['649'],['Colíder']
#10,['Savage89'],['5606'],['214'],['Colíder']
#11,['KSA'],['5570'],['26'],['Colíder']
#12,['Bokhaled'],['5560'],['1000'],['Colíder']
#13,['༺༜࿆༼QASIM༽༜࿆༻'],['5555'],['273'],['Colíder']
#14,['༺Ian༻ I ❄️'],['5547'],['16'],['Veterano']
#15,['m.amoudni'],['5537'],['0'],['Miembro']
#16,['AHMAD KEKA'],['5513'],['84'],['Colíder']
#17,['✊✊cris✊✊'],['5502'],['84'],['Veterano']
#18,['JeTaRa'],['5499'],['233'],['Colíder']
#19,['Baker AlAni'],['5442'],['246'],['Colíder']
#20,['Gadiel pro'],['5411'],['8'],['Miembro']
#21,['m.abed'],['5402'],['94'],['Veterano']
#22,['som3'],['5375'],['0'],['Colíder']
#23,['CΔΣΠΛЯΞ Ӄ'],['5355'],['861'],['Colíder']
#24,['<{ mÛrá!) Q }>'],['5319'],['76'],['Veterano']
#25,['Majed'],['5316'],['0'],['Veterano']
#26,['BenN'],['5297'],['0'],['Miembro']
#27,['Bu_7aMooD'],['5288'],['40'],['Veterano']
#28,['ALEXIS'],['5256'],['0'],['Miembro']
#29,['sami'],['5222'],['30'],['Miembro']
#30,['Elite Gamer™️'],['5218'],['192'],['Miembro']
#31,['▂▄▆PØ₩EƦ▆▄▂'],['5213'],['16'],['Miembro']
#32,['CALEITOR'],['5209'],['66'],['Miembro']
#33,['࿅ི༺Ian༻ ࿅ ྀ'],['5186'],['0'],['Veterano']
#34,['the killer'],['5142'],['263'],['Miembro']
#35,"['الغضب""']",['5065'],['42'],['Colíder']
#36,['Kareem'],['5048'],['0'],['Miembro']
#37,['The Interpreter'],['5014'],['8'],['Miembro']
#38,['david'],['5001'],['48'],['Veterano']
#39,['mustafa'],['4936'],['13'],['Veterano']
#40,['ozyy bt'],['4925'],['296'],['Veterano']
#41,['yahya'],['4923'],['109'],['Veterano']
#42,['RiVALDiNO'],['4918'],['18'],['Veterano']
#43,['GEO_NATHA'],['4915'],['319'],['Veterano']
#44,['◇《Bo Sabah》◇'],['4901'],['0'],['Colíder']
#45,['Mavrick'],['4900'],['26'],['Veterano']
#46,['iLastDream ✨'],['4900'],['122'],['Colíder']
#47,['CorderoKike123'],['4862'],['124'],['Veterano']
#1,['javigeek'],['5657'],['236'],['Miembro']
#2,['Triple M'],['5575'],['48'],['Miembro']
#3,['Jajiro'],['5513'],['456'],['Miembro']
#4,['✴✴sergio✴✴'],['5498'],['10'],['Veterano']
#5,['xio'],['5456'],['1206'],['Miembro']
#6,['xCalpe'],['5417'],['0'],['Miembro']
#7,['Xabier'],['5414'],['516'],['Miembro']
#8,['Agresif Crak'],['5385'],['116'],['Miembro']
#9,['GafiSuelo'],['5365'],['278'],['Veterano']
#10,['izquierdo999'],['5307'],['1720'],['Colíder']
#11,['yerko'],['5290'],['0'],['Miembro']
#12,['IvaanBarrera'],['5287'],['566'],['Veterano']
#13,['Mines'],['5264'],['382'],['Miembro']
#14,['☠Alberto NZz☠'],['5261'],['180'],['Miembro']
#15,['xavo12'],['5258'],['562'],['Colíder']
#16,['pumpito'],['5226'],['196'],['Miembro']
#17,['quik1987'],['5222'],['84'],['Miembro']
#18,['karsar el toro'],['5214'],['446'],['Miembro']
#19,['Johacknel'],['5213'],['53'],['Miembro']
#20,['Neoless'],['5206'],['0'],['Miembro']
#21,['Hellotailface'],['5206'],['0'],['Miembro']
#22,['JIMMY SHELBY'],['5196'],['884'],['Miembro']
#23,['miguelfh'],['5196'],['868'],['Miembro']
#24,['mert1988'],['5195'],['186'],['Miembro']
#25,['legna'],['5189'],['0'],['Colíder']
#26,['CrhxmXsxme Y™'],['5168'],['248'],['Miembro']
#27,['Ruben'],['5163'],['170'],['Miembro']
#28,['paszamoreina'],['5159'],['1264'],['Miembro']
#29,['Ivich'],['5152'],['728'],['Miembro']
#30,['UrtzikowNz'],['5149'],['706'],['Miembro']
#31,['Victor Fdez.'],['5126'],['775'],['Miembro']
#32,['AlexCarre9'],['5125'],['120'],['Miembro']
#33,['Alfre2 87'],['5113'],['1471'],['Miembro']
#34,['Eduardo'],['5106'],['256'],['Miembro']
#35,['JESA'],['5103'],['683'],['Miembro']
#36,['Mantilla'],['5095'],['1125'],['Veterano']
#37,['GuilleGT'],['5082'],['188'],['Miembro']
#38,"[""ALEX'9999""]",['5065'],['314'],['Miembro']
#39,['asafont'],['5044'],['361'],['Veterano']
#40,['josestevez96'],['5041'],['153'],['Miembro']
#41,['Guille'],['5036'],['1262'],['Miembro']
#42,['SUISMA'],['5000'],['1016'],['Miembro']
#43,['KALMA'],['4991'],['134'],['Líder']
#44,['OlafBM'],['4986'],['582'],['Miembro']
#45,['toni'],['4935'],['756'],['Miembro']
#46,"[""Willi D' Jaque""]",['4933'],['312'],['Miembro']
#47,['Carlos'],['4921'],['336'],['Miembro']
#48,['guspa9'],['4882'],['1474'],['Miembro']
#1,['JeyJey'],['6181'],['578'],['Veterano']
#2,['ANGEL REY'],['6006'],['18'],['Veterano']
#3,['XxB!LLYxX'],['5826'],['97'],['Veterano']
#4,['.:ZezeoMaN:.'],['5814'],['520'],['Veterano']
#5,['Armando'],['5733'],['48'],['Veterano']
#6,['cesar'],['5611'],['235'],['Veterano']
#7,['los illuminati'],['5607'],['0'],['Veterano']
#8,['ℳᎯℛℐᎾ'],['5563'],['1134'],['Veterano']
#9,['IGV'],['5542'],['1300'],['Veterano']
#10,['John_Barkley'],['5515'],['54'],['Veterano']
